Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Web Login/Page_Maybank2u  Maybank Malaysia/div_TRANSFER""))",Chrome 111.0.0.0,,,2023-03-21 18:16:55,2023-03-21 18:16:56,0.887s,PASSED
"click(findTestObject(""Object Repository/Web Login/Page_Maybank2u  Maybank Malaysia/a_PAY  TRANSFER""))",Chrome 111.0.0.0,,,2023-03-21 18:16:56,2023-03-21 18:16:57,0.938s,PASSED
"click(findTestObject(""Object Repository/Web Login/Page_Maybank2u  Maybank Malaysia/a_MY ACCOUNTS""))",Chrome 111.0.0.0,,,2023-03-21 18:16:57,2023-03-21 18:16:58,1.224s,PASSED
"click(findTestObject(""Object Repository/Web Login/Page_Maybank2u  Maybank Malaysia/div_ACCOUNTS""))",Chrome 111.0.0.0,,,2023-03-21 18:16:58,2023-03-21 18:17:00,1.947s,PASSED
delay(2),Chrome 111.0.0.0,,,2023-03-21 18:17:00,2023-03-21 18:17:02,2.010s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Web Login/Page_Maybank2u  Maybank Malaysia/span_LOGOUT""), 0)",Chrome 111.0.0.0,,,2023-03-21 18:17:02,2023-03-21 18:17:03,0.433s,PASSED
"click(findTestObject(""Object Repository/Web Login/Page_Maybank2u  Maybank Malaysia/span_LOGOUT""))",Chrome 111.0.0.0,,,2023-03-21 18:17:03,2023-03-21 18:17:03,0.580s,PASSED
"getText(findTestObject(""Object Repository/Web Login/Page_Maybank2u  Maybank Malaysia/th_ACTIVITY DETAILS""))",Chrome 111.0.0.0,,,2023-03-21 18:17:03,2023-03-21 18:17:04,0.860s,PASSED
"getText(findTestObject(""Object Repository/Web Login/Page_Maybank2u  Maybank Malaysia/span_You have logged out""))",Chrome 111.0.0.0,,,2023-03-21 18:17:04,2023-03-21 18:17:05,0.611s,PASSED
"verifyElementText(findTestObject(""Object Repository/Web Login/Page_Maybank2u  Maybank Malaysia/span_You have logged out""), ""You have logged out!"")",Chrome 111.0.0.0,,,2023-03-21 18:17:05,2023-03-21 18:17:05,0.618s,PASSED
"getText(findTestObject(""Object Repository/Web Login/Page_Maybank2u  Maybank Malaysia/div_Transfer from   Savings Account-i 16401_e08176""))",Chrome 111.0.0.0,,,2023-03-21 18:17:05,2023-03-21 18:17:06,0.607s,PASSED
delay(3),Chrome 111.0.0.0,,,2023-03-21 18:17:06,2023-03-21 18:17:09,3.019s,PASSED
closeBrowser(),Chrome 111.0.0.0,,,2023-03-21 18:17:09,2023-03-21 18:17:10,0.683s,PASSED
